catalog,vizier_source,vizier_table,recno,MOO2,m_MOO2,RAJ2000,DEJ2000,zphot,e_zphot,S_N,S_N-G,Name-fg,zspec,r_zspec,LitName,r_LitName,SimbadName,NED,RA_deg,Dec_deg
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6848,J02248-01072,,36.213,-1.12,0.41,0.041,7.0,8.4,,1e+20,,,,,NED,36.2130012512207,-1.1200000047683716
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6849,J02248-06203,,36.219,-6.339,1.285,0.066,6.8,8.5,,1e+20,,,,,NED,36.21900177001953,-6.339000225067139
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6850,J02248-09291,,36.223,-9.486,0.43,0.041,5.5,6.4,,1e+20,,,,,NED,36.222999572753906,-9.486000061035156
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6851,J02249-00552,,36.223,-0.92,0.415,0.041,5.9,6.9,,1e+20,,,,,NED,36.222999572753906,-0.9200000166893005
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6852,J02249-01518,,36.223,-1.863,0.27,0.037,5.1,5.8,,1e+20,,,,,NED,36.222999572753906,-1.8630000352859497
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6853,J02249+02314,,36.23,2.524,0.48,0.043,5.4,6.3,,1e+20,,,,,NED,36.22999954223633,2.5239999294281006
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6854,J02249-12111,,36.24,-12.186,1.11,0.061,9.7,13.0,,1e+20,,,,,NED,36.2400016784668,-12.185999870300293
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6855,J02249+03190,,36.244,3.317,0.945,0.056,5.5,6.5,,1e+20,,,,,NED,36.24399948120117,3.316999912261963
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6856,J02249+04454,,36.244,4.758,0.48,0.043,5.0,5.8,,1e+20,,,,,NED,36.24399948120117,4.757999897003174
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6857,J02250-04246,,36.254,-4.411,1.915,0.085,5.2,6.6,,1e+20,,,,,NED,36.25400161743164,-4.410999774932861
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6858,J02250-05266,,36.261,-5.445,0.425,0.041,6.3,7.5,,1e+20,,,,,NED,36.26100158691406,-5.445000171661377
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6859,J02250-10285,,36.261,-10.476,1.85,0.083,5.5,7.0,,1e+20,,,,,NED,36.26100158691406,-10.47599983215332
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6860,J02250-12567,,36.261,-12.946,0.39,0.04,7.4,9.0,,1e+20,,,,,NED,36.26100158691406,-12.946000099182129
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6861,J02250+02172,,36.263,2.287,1.39,0.069,6.9,8.8,,1e+20,,,,,NED,36.26300048828125,2.2869999408721924
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6862,J02250+03476,,36.264,3.794,0.45,0.042,5.4,6.2,,1e+20,,,,,NED,36.263999938964844,3.7939999103546143
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6863,J02250-08009,,36.266,-8.016,1.06,0.06,6.8,8.4,,1e+20,,,,,NED,36.26599884033203,-8.015999794006348
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6864,J02250-11283,,36.269,-11.473,0.46,0.042,5.2,6.0,,1e+20,,,,,NED,36.26900100708008,-11.472999572753906
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6865,J02251-04480,,36.277,-4.801,0.81,0.052,6.6,8.0,,1e+20,,,,,NED,36.277000427246094,-4.801000118255615
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6866,J02251-09493,,36.283,-9.823,0.15,0.033,6.9,7.8,,1e+20,,,,,NED,36.28300094604492,-9.822999954223633
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6867,J02251-02010,,36.287,-2.017,0.35,0.039,6.4,7.5,,1e+20,,HSCJ022502-020144,14,HSCS J022502-020144,NED,36.2869987487793,-2.0169999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6868,J02251-14552,,36.29,-14.921,0.41,0.041,5.4,6.3,,1e+20,,,,,NED,36.290000915527344,-14.920999526977539
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6869,J02251-11227,,36.293,-11.379,0.18,0.034,7.2,8.1,,1e+20,,,,,NED,36.292999267578125,-11.378999710083008
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6870,J02251-01050,,36.293,-1.083,0.235,0.036,6.2,7.1,,1e+20,,RMJ022510.7-010459.5,"12,14",[RRB2014] RM J022510.7-010459.5,NED,36.292999267578125,-1.0829999446868896
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6871,J02252-05581,,36.303,-5.969,0.32,0.038,5.2,5.9,,1e+20,,,,,NED,36.303001403808594,-5.968999862670898
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6872,J02252-03286,,36.31,-3.477,0.855,0.054,5.6,6.7,,1e+20,,HSCJ022514-032827,14,HSCS J022514-032827,NED,36.310001373291016,-3.4769999980926514
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6873,J02252-06239,,36.316,-6.399,0.19,0.035,7.0,7.9,,0.204,12,RMJ022512.3-062259.4,"12,14",[RRB2014] RM J022512.3-062259.4,NED,36.316001892089844,-6.39900016784668
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6874,J02252-13518,,36.317,-13.863,0.9,0.055,5.3,6.2,,1e+20,,,,,NED,36.31700134277344,-13.86299991607666
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6875,J02252-12051,,36.322,-12.086,0.6,0.046,5.4,6.3,,1e+20,,,,,NED,36.321998596191406,-12.086000442504883
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6876,J02253-11447,,36.326,-11.746,0.29,0.037,9.8,12.4,,1e+20,,,,,NED,36.32600021362305,-11.746000289916992
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6877,J02253-06247,,36.326,-6.412,1.16,0.063,5.1,6.1,,1e+20,,,,,NED,36.32600021362305,-6.4120001792907715
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6878,J02253-03288,,36.337,-3.481,0.32,0.038,5.4,6.1,,1e+20,,,,,NED,36.33700180053711,-3.4809999465942383
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6879,J02253-05058,,36.338,-5.098,0.89,0.055,5.0,5.8,,1e+20,,,,,NED,36.3380012512207,-5.0980000495910645
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6880,J02253-11325,,36.34,-11.543,0.94,0.056,5.0,5.9,,1e+20,,,,,NED,36.34000015258789,-11.543000221252441
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6881,J02253+03042,,36.34,3.07,0.5,0.044,5.1,5.9,,1e+20,,,,,NED,36.34000015258789,3.069999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6882,J02253-07571,,36.34,-7.953,0.64,0.048,5.1,5.9,,1e+20,,,,,NED,36.34000015258789,-7.953000068664551
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6883,J02253-08439,,36.346,-8.733,0.12,0.032,7.0,7.7,,1e+20,,,,,NED,36.34600067138672,-8.732999801635742
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6884,J02253-01090,,36.347,-1.15,0.83,0.053,5.1,5.9,,1e+20,,,,,NED,36.34700012207031,-1.149999976158142
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6885,J02254-09597,,36.35,-9.996,0.96,0.057,5.7,6.7,,1e+20,,,,,NED,36.349998474121094,-9.996000289916992
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6886,J02254-09549,,36.35,-9.916,0.985,0.058,5.3,6.2,,1e+20,,,,,NED,36.349998474121094,-9.916000366210938
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6887,J02254-04410,,36.351,-4.685,0.28,0.037,5.1,5.7,,0.265,9,XLSSC 25,"9,14",XLSSC 25,NED,36.35100173950195,-4.684999942779541
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6888,J02254-14050,,36.361,-14.084,0.65,0.048,5.5,6.5,,1e+20,,,,,NED,36.361000061035156,-14.083999633789062
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6889,J02254+00154,,36.363,0.257,0.37,0.04,7.0,8.4,,0.361,12,RMJ022527.9+001458.3,12,[RRB2014] RM J022527.9+001458.3,NED,36.362998962402344,0.25699999928474426
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6890,J02254-07423,,36.364,-7.706,0.495,0.043,5.8,6.8,,1e+20,,,,,NED,36.36399841308594,-7.705999851226807
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6891,J02254-12453,,36.364,-12.756,0.57,0.046,6.0,7.1,,1e+20,,,,,NED,36.36399841308594,-12.755999565124512
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6892,J02254-04154,,36.371,-4.258,0.53,0.044,5.7,6.6,,1e+20,,,,,NED,36.37099838256836,-4.257999897003174
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6893,J02254-04452,,36.371,-4.755,0.495,0.043,5.2,6.0,,1e+20,,,,,NED,36.37099838256836,-4.755000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6894,J02254-05068,,36.371,-5.115,0.88,0.055,5.2,6.1,,1e+20,,,,,NED,36.37099838256836,-5.114999771118164
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6895,J02255+03534,,36.374,3.891,0.52,0.044,7.5,9.2,,1e+20,,,,,NED,36.374000549316406,3.8910000324249268
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6896,J02255+04006,,36.374,4.011,0.73,0.05,6.5,7.8,,1e+20,,,,,NED,36.374000549316406,4.011000156402588
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6897,J02255-13366,,36.376,-13.61,1.825,0.082,5.8,7.4,,1e+20,,,,,NED,36.375999450683594,-13.609999656677246
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6898,J02255-00538,,36.383,-0.897,0.56,0.045,5.8,6.9,,0.574,14,HSCJ022533-005413,14,HSCS J022533-005413,NED,36.382999420166016,-0.8970000147819519
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6899,J02255+01018,,36.383,1.03,1.745,0.08,5.2,6.5,,1e+20,,,,,NED,36.382999420166016,1.0299999713897705
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6900,J02255-05323,,36.384,-5.538,0.54,0.045,5.1,5.9,,0.566,9,XLSSC 185,9,XLSSC 185,NED,36.38399887084961,-5.538000106811523
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6901,J02255-07491,,36.388,-7.819,0.495,0.043,5.3,6.2,,1e+20,,,,,NED,36.38800048828125,-7.818999767303467
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6902,J02255-12035,,36.39,-12.06,1.19,0.064,7.2,9.2,,1e+20,,,,,NED,36.38999938964844,-12.0600004196167
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6903,J02255-01074,,36.393,-1.123,0.59,0.046,5.1,5.8,,1e+20,,,,,NED,36.393001556396484,-1.1230000257492065
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6904,J02255+00424,,36.397,0.707,0.38,0.04,9.6,12.2,,0.401,12,RMJ022537.9+004232.0,12,[RRB2014] RM J022537.9+004232.0,NED,36.39699935913086,0.7070000171661377
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6905,J02256-06567,,36.399,-6.946,0.53,0.044,5.1,5.8,,1e+20,,,,,NED,36.39899826049805,-6.946000099182129
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6906,J02256-01158,,36.4,-1.263,0.42,0.041,5.6,6.4,,1e+20,,,,,NED,36.400001525878906,-1.2630000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6907,J02256-00568,,36.407,-0.947,0.61,0.047,5.9,7.0,,1e+20,,,,,NED,36.40700149536133,-0.9470000267028809
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6908,J02256-01058,,36.413,-1.097,0.96,0.057,6.2,7.5,,1e+20,,,,,NED,36.41299819946289,-1.097000002861023
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6909,J02256+00578,,36.417,0.963,1.01,0.058,5.2,6.1,,1e+20,,,,,NED,36.41699981689453,0.9629999995231628
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6910,J02256-09465,,36.418,-9.776,0.4,0.041,6.0,7.0,,1e+20,,,,,NED,36.417999267578125,-9.776000022888184
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6911,J02256-14082,,36.419,-14.137,0.83,0.053,5.2,6.1,,1e+20,,,,,NED,36.41899871826172,-14.13700008392334
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6912,J02256-11251,,36.422,-11.42,0.65,0.048,5.4,6.3,,1e+20,,,,,NED,36.422000885009766,-11.420000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6913,J02257+03474,,36.424,3.791,0.5,0.044,6.2,7.3,,1e+20,,,,,NED,36.42399978637695,3.7909998893737793
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6914,J02257-07555,,36.425,-7.926,0.52,0.044,8.5,10.7,,1e+20,,,,,NED,36.42499923706055,-7.926000118255615
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6915,J02257+04458,,36.428,4.765,0.62,0.047,5.8,6.8,,1e+20,,,,,NED,36.428001403808594,4.764999866485596
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6916,J02257-06493,,36.433,-6.822,1.5,0.073,5.1,6.2,,1e+20,,,,,NED,36.43299865722656,-6.822000026702881
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6917,J02257+04156,,36.438,4.261,0.32,0.038,5.3,6.0,,1e+20,,,,,NED,36.4379997253418,4.261000156402588
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6918,J02257-07375,,36.442,-7.626,0.5,0.044,7.5,9.2,,1e+20,,,,,NED,36.44200134277344,-7.625999927520752
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6919,J02257+01352,,36.447,1.587,0.92,0.056,7.4,9.2,,1e+20,,,,,NED,36.446998596191406,1.5870000123977661
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6920,J02258+02310,,36.45,2.517,0.51,0.044,7.9,9.7,,1e+20,,HSCJ022545+023103,14,HSCS J022545+023103,NED,36.45000076293945,2.5169999599456787
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6921,J02258-05533,,36.451,-5.889,0.24,0.036,9.6,11.9,,0.228,14,HSCJ022540-055343,14,HSCS J022540-055343,NED,36.45100021362305,-5.888999938964844
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6922,J02258-01580,,36.46,-1.967,0.44,0.042,6.6,7.9,,1e+20,,HSCJ022553-015759,14,HSCS J022553-015759,NED,36.459999084472656,-1.9670000076293945
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6923,J02258+02042,,36.467,2.07,0.41,0.041,7.4,8.9,,0.39,12,RMJ022551.0+020432.2,"12,14",[RRB2014] RM J022551.0+020432.2,NED,36.46699905395508,2.069999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6924,J02258+02594,,36.467,2.99,0.49,0.043,5.8,6.8,,1e+20,,,,,NED,36.46699905395508,2.990000009536743
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6925,J02258-09365,,36.469,-9.61,0.47,0.043,9.5,12.2,,1e+20,,,,,NED,36.46900177001953,-9.609999656677246
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6926,J02258-11435,,36.472,-11.726,0.27,0.037,6.9,8.0,,1e+20,,,,,NED,36.47200012207031,-11.72599983215332
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6927,J02259+00522,,36.48,0.87,0.61,0.047,5.1,5.9,,1e+20,,,,,NED,36.47999954223633,0.8700000047683716
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6928,J02259-01312,,36.483,-1.52,0.15,0.033,6.9,7.8,,0.182,14,HSCJ022600-013124,14,HSCS J022600-013124,NED,36.483001708984375,-1.5199999809265137
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6929,J02259-10597,,36.487,-10.996,0.35,0.039,7.6,9.1,,1e+20,,,,,NED,36.48699951171875,-10.996000289916992
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6930,J02259-01186,,36.49,-1.31,0.62,0.047,8.7,10.9,,0.607,14,HSCJ022558-011858,14,HSCS J022558-011858,NED,36.4900016784668,-1.309999942779541
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6931,J02260-01054,,36.497,-1.09,1.0,0.058,6.6,8.1,,1e+20,,,,,NED,36.49700164794922,-1.090000033378601
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6932,J02260-02492,,36.497,-2.82,0.27,0.037,5.6,6.3,,0.279,9,XLSSC 51,9,XLSSC 51,NED,36.49700164794922,-2.819999933242798
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6933,J02260-08577,,36.501,-8.963,0.64,0.048,6.1,7.2,,1e+20,,,,,NED,36.500999450683594,-8.963000297546387
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6934,J02260-12428,,36.505,-12.713,0.39,0.04,5.6,6.6,,1e+20,,,,,NED,36.505001068115234,-12.713000297546387
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6935,J02260-03050,,36.507,-3.084,0.42,0.041,5.7,6.6,,1e+20,,,,,NED,36.50699996948242,-3.0840001106262207
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6936,J02260+02498,,36.51,2.83,0.49,0.043,7.6,9.3,,1e+20,,,,,NED,36.5099983215332,2.8299999237060547
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6937,J02260+04366,,36.511,4.611,0.615,0.047,5.7,6.7,,1e+20,,,,,NED,36.51100158691406,4.611000061035156
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6938,J02261-12430,,36.532,-12.717,0.59,0.046,7.0,8.5,,1e+20,,,,,NED,36.53200149536133,-12.717000007629395
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6939,J02261+03102,,36.534,3.17,1.13,0.062,6.0,7.2,,1e+20,,,,,NED,36.534000396728516,3.1700000762939453
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6940,J02261-12392,,36.542,-12.653,0.68,0.049,6.6,7.9,,1e+20,,,,,NED,36.54199981689453,-12.652999877929688
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6941,J02261-06309,,36.547,-6.516,0.61,0.047,5.8,6.9,,1e+20,,,,,NED,36.547000885009766,-6.515999794006348
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6942,J02262-07267,,36.56,-7.446,0.32,0.038,6.4,7.5,,1e+20,,,,,NED,36.560001373291016,-7.446000099182129
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6943,J02262-05503,,36.565,-5.839,0.72,0.05,5.5,6.4,,1e+20,,,,,NED,36.564998626708984,-5.839000225067139
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6944,J02262-09235,,36.571,-9.393,1.065,0.06,6.2,7.6,,1e+20,,,,,NED,36.57099914550781,-9.392999649047852
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6945,J02263-14440,,36.576,-14.734,0.48,0.043,5.4,6.3,,1e+20,,,,,NED,36.57600021362305,-14.734000205993652
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6946,J02263-13490,,36.578,-13.817,0.73,0.05,7.8,9.7,,1e+20,,,,,NED,36.577999114990234,-13.817000389099121
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6947,J02263+00164,,36.593,0.273,0.61,0.047,10.6,14.0,,0.611,14,HSCJ022621+001553,14,HSCS J022621+001553,NED,36.59299850463867,0.27300000190734863
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6948,J02263+01004,,36.597,1.007,0.37,0.04,10.2,12.9,,0.363,12,RMJ022625.3+005837.6,"12,14",[RRB2014] RM J022625.3+005837.6,NED,36.59700012207031,1.0069999694824219
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6949,J02264-06163,,36.601,-6.272,0.89,0.055,6.2,7.5,,1e+20,,HSCJ022626-061652,14,HSCS J022626-061652,NED,36.60100173950195,-6.271999835968018
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6950,J02264-14136,,36.601,-14.227,1.58,0.075,6.2,8.0,,1e+20,,,,,NED,36.60100173950195,-14.22700023651123
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6951,J02264-14212,,36.605,-14.354,0.51,0.044,6.0,7.0,,1e+20,,,,,NED,36.60499954223633,-14.354000091552734
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6952,J02264-09097,,36.612,-9.163,0.295,0.038,5.0,5.7,,1e+20,,,,,NED,36.61199951171875,-9.163000106811523
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6953,J02264+04522,,36.615,4.871,0.27,0.037,5.6,6.4,,1e+20,,,,,NED,36.6150016784668,4.870999813079834
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6954,J02264-11195,,36.616,-11.326,0.45,0.042,7.1,8.6,,1e+20,,,,,NED,36.61600112915039,-11.326000213623047
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6955,J02264-11230,,36.619,-11.383,0.4,0.041,5.0,5.8,,1e+20,,,,,NED,36.61899948120117,-11.383000373840332
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6956,J02264+04262,,36.621,4.438,0.45,0.042,10.6,14.0,,0.489,12,ACT-CL J0226.4+0426,"2,12",ACT-CL J0226.4+0426,NED,36.62099838256836,4.438000202178955
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6957,J02265-07191,,36.624,-7.32,1.515,0.073,6.8,8.8,,1e+20,,,,,NED,36.624000549316406,-7.320000171661377
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6958,J02265-04598,,36.625,-4.998,0.46,0.042,8.4,10.5,,0.494,9,XLSSC 20,"9,12",XLSSC 20,NED,36.625,-4.998000144958496
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6959,J02265+02004,,36.627,2.007,0.95,0.057,5.7,6.7,,1e+20,,HSCJ022634+015927,14,HSCS J022634+015927,NED,36.62699890136719,2.006999969482422
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6960,J02265-04036,,36.631,-4.061,0.345,0.039,6.7,7.8,,0.346,14,HSCJ022636-040410,14,HSCS J022636-040410,NED,36.63100051879883,-4.060999870300293
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6961,J02265-08025,,36.633,-8.043,1.225,0.065,5.5,6.6,,1e+20,,,,,NED,36.632999420166016,-8.043000221252441
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6962,J02265-01168,,36.64,-1.28,0.6,0.046,6.8,8.1,,1e+20,,,,,NED,36.63999938964844,-1.2799999713897705
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6963,J02265-09531,,36.645,-9.886,1.0,0.058,5.1,5.9,,1e+20,,,,,NED,36.64500045776367,-9.88599967956543
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6964,J02266+00194,,36.65,0.323,1.07,0.06,6.5,8.0,,1e+20,,,,,NED,36.650001525878906,0.3230000138282776
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6965,J02266+00178,,36.67,0.297,0.85,0.054,5.5,6.5,,1e+20,,,,,NED,36.66999816894531,0.296999990940094
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6966,J02266+02076,,36.67,2.127,0.22,0.035,5.1,5.6,,1e+20,,,,,NED,36.66999816894531,2.127000093460083
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6967,J02267-13378,,36.674,-13.63,0.525,0.044,8.1,10.0,,1e+20,,,,,NED,36.67399978637695,-13.630000114440918
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6968,J02267-04420,,36.675,-4.701,1.14,0.062,5.5,6.6,,1e+20,,,,,NED,36.67499923706055,-4.701000213623047
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6969,J02267-12238,,36.676,-12.397,0.49,0.043,6.4,7.7,,1e+20,,,,,NED,36.67599868774414,-12.397000312805176
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6970,J02267-04416,,36.685,-4.695,1.83,0.082,5.3,6.7,MOO2 J02267-04420,1.803,7,JKCS 041,7,JKCS 041,NED,36.685001373291016,-4.695000171661377
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6971,J02267-01570,,36.69,-1.95,0.18,0.034,6.7,7.5,,0.176,12,RMJ022651.6-015630.4,"12,14",[RRB2014] RM J022651.6-015630.4,NED,36.689998626708984,-1.9500000476837158
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6972,J02267-14102,,36.694,-14.171,0.54,0.045,7.6,9.3,,1e+20,,,,,NED,36.694000244140625,-14.170999526977539
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6973,J02267-12400,,36.696,-12.667,0.57,0.046,5.8,6.9,,1e+20,,,,,NED,36.69599914550781,-12.666999816894531
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6974,J02268-01344,,36.7,-1.573,0.33,0.039,5.0,5.7,,1e+20,,,,,NED,36.70000076293945,-1.5729999542236328
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6975,J02268-08135,,36.707,-8.226,0.565,0.045,6.5,7.8,,1e+20,,,,,NED,36.707000732421875,-8.22599983215332
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6976,J02268-05121,,36.709,-5.202,1.37,0.069,5.3,6.5,,1e+20,,,,,NED,36.70899963378906,-5.202000141143799
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6977,J02268+02500,,36.714,2.834,0.86,0.054,5.1,6.0,,1e+20,,,,,NED,36.7140007019043,2.8340001106262207
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6978,J02268-04328,,36.715,-4.548,1.18,0.063,5.3,6.4,,1e+20,,,,,NED,36.71500015258789,-4.547999858856201
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6979,J02268-03588,,36.718,-3.981,1.3,0.067,5.9,7.2,,1e+20,,,,,NED,36.71799850463867,-3.9809999465942383
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6980,J02269-02350,,36.724,-2.583,0.28,0.037,5.1,5.7,,1e+20,,,,,NED,36.7239990234375,-2.5829999446868896
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6981,J02269-04112,,36.741,-4.188,0.48,0.043,6.2,7.3,,1e+20,,,,,NED,36.74100112915039,-4.188000202178955
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6982,J02269-13524,,36.743,-13.874,0.71,0.05,10.0,13.0,,1e+20,,,,,NED,36.74300003051758,-13.87399959564209
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6983,J02269-09008,,36.744,-9.013,1.06,0.06,6.1,7.3,,1e+20,,,,,NED,36.74399948120117,-9.012999534606934
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6984,J02270-05397,,36.749,-5.662,0.305,0.038,6.6,7.8,,0.317,12,RMJ022701.0-053947.6,12,[RRB2014] RM J022701.0-053947.6,NED,36.749000549316406,-5.6620001792907715
madcows2,J/ApJ/967/123,J/ApJ/967/123/table6,6985,J02270+04328,,36.755,4.548,0.46,0.042,5.5,6.4,,1e+20,,,,,NED,36.755001068115234,4.547999858856201
